time,ShortWave,LongWave,AirTemp,RelHum,WindSpeed,Rain,Snow
1979-01-02,60.6660420894623,398.726248423258,19.8695859273275,89.7870003344552,6.02785986787818,0.0169495999738574,0
1979-01-03,172.854708035787,253.740834554036,5.47791824340823,63.3659900897043,6.94873200422837,0.000110600001993589,0
1979-01-04,148.412748654683,270.327916463216,6.4833325703939,76.8317715699812,5.62810548095241,0,0
1979-01-05,89.6972502072652,362.024584452311,15.9637504577637,86.1749204889735,4.49103181199914,0,0
1979-01-06,168.389458974202,335.873751322428,17.5133326212565,79.035261722534,3.98099621193822,0,0
1979-01-07,128.483249346415,361.733748118083,19.984999593099,80.1334732558128,5.03210119943895,0.00122429999709129,0
1979-01-08,110.033791224162,378.049165089925,19.9404146830241,82.4786669275498,4.28715651535821,0.00593859998416156,0
1979-01-09,166.490084330241,307.581249872843,11.74874903361,70.8705434987961,5.58770711693447,0,0
1979-01-10,123.218748728434,325.179162343343,11.4162460327149,80.4950241970269,5.01659512213936,0,0
1979-01-11,119.383666356405,371.028750101725,18.0612515767416,77.8977509399532,3.87797873421699,0.000177200004458427,0
1979-01-12,92.2504177093506,399.494574228923,20.8458318074544,83.3944279825444,5.14579983284772,0.0699741001576185,0
1979-01-13,130.825249989827,383.135416666667,20.7804186503093,82.3679849216941,4.71301528841914,0.0124029001786839,0
1979-01-14,125.618793487549,348.617918650309,18.9749987284343,86.1052095776618,6.14023403912427,0,0
1979-01-15,183.349580764771,268.992498397827,10.0941673278809,75.2751503788979,5.84343760137817,0,0
1979-01-16,167.993291536967,343.211252848307,16.1345827738444,81.227051132791,3.21612385412827,0,0
1979-01-17,171.505415598551,353.897499084473,19.5312502543132,77.7230939702131,2.38005060878423,0,0
1979-01-18,180.957248687744,336.818752288818,19.1420850118002,71.388378894395,2.25212316106762,0,0
1979-01-19,160.905125617981,345.355002085368,18.6474980672201,76.0140939646115,2.65101500720091,0,0
1979-01-20,142.802082061768,370.489167531331,20.6437520345052,79.6431005995473,6.78704930295314,0.00147799997660331,0
1979-01-21,82.8616236050924,386.38500213623,18.6666656494141,80.4970950861433,9.66238717835107,0.0153833999215058,0
1979-01-22,167.281374613444,327.280419667562,12.4508338928223,70.2870266495106,5.48130900875268,0,0
1979-01-23,132.765041987101,307.079578399658,12.6029169718425,72.5102214016126,2.9467359635018,0.000425599992275238,0
1979-01-24,159.069874127706,365.455000559489,16.4287493387858,79.9911699053219,7.4952944232776,0.0270648002347443,0
1979-01-25,175.32016881307,270.472082138062,8.87416610717776,70.1039731128734,5.18223651810155,0,0
1979-01-26,156.378502845764,329.340003967285,11.9366661071778,63.6419371623349,2.80814005838668,7.20000006258488e-05,0
1979-01-27,69.3380831082662,380.450836181641,15.9837483723959,75.8228479451814,3.75859495678052,0.000628600005700719,0
1979-01-28,198.496459325155,315.726668039958,16.0045829772949,79.1802123176439,6.30747212049397,5.11000000406057e-05,0
1979-01-29,186.724914550781,267.072914759318,8.00749994913739,73.1432641534743,4.53735033786965,0,0
1979-01-30,144.900583267212,341.637917836507,12.4470840454102,60.421571008615,2.31630254666862,0,0
1979-01-31,163.315456767877,349.805414835612,14.4379198710124,71.4074290634142,6.5558967404005,0.00292980000376701,0
1979-02-01,214.335915088654,243.745416005452,7.14791386922203,67.5742543018072,5.95913306458806,0,0
1979-02-02,211.036457518737,243.505416870117,5.91749725341799,56.5533614720832,3.03628649731747,0,0
1979-02-03,210.899124503136,278.542498270671,10.8012507120768,51.8189168932603,2.07513014844441,0,0
1979-02-04,89.889959603548,342.590005238851,15.4141682942709,71.6115811878867,3.26510630247504,5.79000003635883e-05,0
1979-02-05,62.1237916350365,381.46333694458,15.7462516784668,85.3223621616666,3.45086112946624,4.71000000834465e-05,0
1979-02-06,157.321585178375,377.449164072673,17.8824999491374,82.7610318930969,5.23802908984618,0.00249820002913475,0
1979-02-07,110.429917156696,373.53041712443,19.8241655985515,85.1383814107462,6.57894640643896,0.00606160003691912,0
1979-02-08,223.957916895548,319.367083231608,15.1654169718425,72.0073157390285,4.64629557024234,1.01000003051013e-05,0
1979-02-09,165.031500418981,294.655001322428,11.3612508138021,73.8896054932965,5.5477047650306,3.66999991238117e-05,0
1979-02-10,221.691582838694,256.04958152771,7.82083536783856,69.2625308606679,4.08581918795962,0,0
1979-02-11,229.763622283936,285.094999313354,11.7700007120768,64.2482344669894,2.75588688387641,0.000104400001466274,0
1979-02-12,228.185041109721,280.849589029948,12.7729164123535,60.8953078826051,2.58541751758752,0,0
1979-02-13,221.750794728597,287.26208559672,13.174998219808,69.7170443989809,3.69225306362851,0,0
1979-02-14,232.861126899719,283.786244710286,14.3808329264323,63.1759483755011,1.79842965270989,9.58000011742115e-05,0
1979-02-15,229.627333164215,307.337498982747,17.1062522888184,60.4936108988741,2.17915512027684,0.000113300001248717,0
1979-02-16,223.761378288269,338.488746643066,19.2862500508627,70.4971530206533,2.4824638976856,0,0
1979-02-17,199.106165409088,344.316665649414,18.9091659545899,76.3180194566882,4.02986279119269,0,0
1979-02-18,212.448417981466,361.172500610352,19.6095799763998,75.5812904704845,5.44422576043043,0.000200200006365776,0
1979-02-19,232.054373900096,348.013750712077,19.1404205322266,78.8793827037346,4.77399697484658,0,0
1979-02-20,197.944498856862,362.52124786377,18.324168141683,78.9076358325155,6.09737223032974,0,0
1979-02-21,207.037664731344,366.772501627604,21.3912534077962,77.3931341833073,5.61274069168482,7.85000029572984e-05,0
1979-02-22,145.361538807551,393.529582977295,22.1541636149089,80.1087474618916,4.29354668043389,0.000298700000086683,0
1979-02-23,212.328538417816,407.256669362386,24.1479176839193,77.9820745930211,5.36493136030136,0.000828300015535206,0
1979-02-24,134.558625380198,394.425416310628,22.6150006612142,79.8274949561618,5.45062565805797,0.00815130009152927,0
1979-02-25,170.615289868787,393.898754119873,22.7095809936524,81.7211639047163,6.47848060370366,0.00973320004343987,0
1979-02-26,189.473167339961,322.711247762044,15.1829162597656,77.4777944661727,6.70512189301812,0.00228829999588197,0
1979-02-27,257.070542216301,269.513331095378,10.5025014241537,76.1123311475444,3.59022496589693,0,0
1979-02-28,184.913540879885,293.491247812907,13.2674995422364,69.7541699412233,1.80015136130128,0,0
1979-03-01,222.635165929794,368.652500152588,19.7404126485189,68.4264661719549,1.9671996532288,0,0
1979-03-02,187.252874453863,403.100002288818,22.4691647847494,73.6448146836593,3.55917459592731,0,0
1979-03-03,220.96379216512,362.822917938232,20.7962496439616,79.0683947593855,5.43164816254482,0,0
1979-03-04,169.336413900057,393.607086181641,22.7020889282227,80.5003109928026,5.81889564343244,0.0022856999929063,0
1979-03-05,161.421877463659,396.692914326986,22.6820871988933,79.2856839708544,3.88765019994456,0.00850619998015463,0
1979-03-06,106.667500575383,398.375002543132,20.3408345540365,88.3876953375475,2.16100069601436,0.0419527997076511,0
1979-03-07,274.182333628337,333.758750915527,15.2395797729492,72.9263863218892,4.82395756479828,0.00486400000914,0
1979-03-08,211.055958509445,321.952087402344,15.4308308919271,72.0362792933684,5.67705877881386,0.00290580004069489,0
1979-03-09,277.329583326976,303.904585520426,16.8212524414063,71.3856371236134,3.0132462650271,0,0
1979-03-10,276.924083073934,300.184998830159,17.9737513224284,57.5206332702003,2.27924953944484,2.09999992512167e-06,0
1979-03-11,130.472416877747,326.450416564941,15.9658383687337,77.5442267980147,4.318034835613,0.0006317999958992,0
1979-03-12,228.195288817088,290.785414377848,12.1312487284343,66.9144370881472,3.35270647382366,0,0
1979-03-13,274.97229385376,323.30541229248,17.0729169209798,72.0334251650902,3.51916353564335,0,0
1979-03-14,240.447042783101,380.73791885376,21.6933329264323,73.3563193163356,4.04193938223273,0,0
1979-03-15,290.178877830505,307.945832570394,18.1666656494141,70.9656590496211,4.44258996289152,0,0
1979-03-16,156.998457431793,327.55833307902,15.7758321126302,75.8148824849247,6.011827948391,0,0
1979-03-17,128.134207089742,356.530832926432,16.5887530008952,76.5816782350778,6.0760102207822,0,0
1979-03-18,254.016288439433,356.646664937337,18.0008344014486,73.3070007247122,3.45481008261734,0,0
1979-03-19,290.04062239329,318.962501525879,18.7112581888835,63.7343209751078,2.1076045851342,0,0
1979-03-20,288.565671284993,329.038747151693,19.9937530517578,61.1198217308569,1.74758000043745,0,0
1979-03-21,230.954796473185,338.655419667562,19.5800071716309,65.9419798648692,2.36919369972843,0,0
1979-03-22,243.647249221802,340.952919006348,19.9312543233236,66.5096591648785,1.70920879607354,0,0
1979-03-23,194.680163383484,394.582505544027,22.7120885213216,73.1500321740895,7.16189379243674,0.00556310011446476,0
1979-03-24,289.092085520426,365.372500101725,22.2625022888184,71.3152509004509,7.32735269837693,1.64999993867241e-05,0
1979-03-25,199.508127212524,356.392915089925,17.002084350586,74.717250568537,6.59142937745838,0,0
1979-03-26,310.109585444133,288.833745320638,13.0783325195313,64.6931078319912,3.68630481960394,0,0
1979-03-27,308.707416216532,281.582918802897,13.597501373291,63.8181056953073,2.4591253347944,0,0
1979-03-28,246.41307926178,326.73499806722,16.9991686503093,71.3804857330527,4.68308281892666,0,0
1979-03-29,268.136750857035,350.231253306071,19.1574989318848,74.6212096390437,5.61687240808203,0,0
1979-03-30,274.877460797628,354.970415751139,19.8108395894369,77.6563411776575,5.21354336739521,0,0
1979-03-31,302.174872716268,349.191670735677,21.4620821634929,73.1347460210259,4.26803599440659,0,0
1979-04-01,248.942543665568,360.284998575846,21.5966672261556,73.8475003049985,4.23538000434923,0,0
1979-04-02,226.465500513713,391.604583740234,23.0933344523112,76.4389463288632,4.38254248663406,0,0
1979-04-03,252.142955144246,394.416664123535,23.8895863850912,76.6792766813169,5.1350305882921,0,0
1979-04-04,273.981705347697,389.514166514079,24.2245880126953,75.8024391707523,5.48993287352102,0.000157700002193451,0
1979-04-05,181.065539360046,384.414168039958,22.9925031026205,83.0201286962935,4.17771193347444,0.00118289999291301,0
1979-04-06,312.317376454671,350.43957901001,20.6708376566569,72.5890999467415,3.46800885993163,0.000318400003015995,0
1979-04-07,316.287919362386,302.693747202555,18.4808390299479,55.7645301245215,4.42978936561232,0,0
1979-04-08,307.393501917521,327.970834096273,19.8487513224284,67.7226394766001,4.11520437260498,0,0
1979-04-09,244.958541870117,381.430834452311,22.1670878092448,75.5866186891053,5.93942800337398,8.51999982260168e-05,0
1979-04-10,243.482999801636,392.81291325887,24.0800059000651,76.0095659252833,3.26427696635115,0,0
1979-04-11,298.666288375854,397.956666310628,26.2129188537598,69.2581988257285,6.13916765569395,0,0
1979-04-12,279.702961921692,386.8533299764,25.2554272969564,75.6052173943153,5.75102014940198,0,0
1979-04-13,306.523710250854,377.45250193278,25.3154197692871,72.583236341552,4.78828991187167,0,0
1979-04-14,253.441250801086,399.183334350586,25.2537539164225,74.6791270876731,3.46501637912851,0,0
1979-04-15,277.98583539327,391.237083435059,24.740007019043,75.5562081348843,3.56452776712508,0,0
1979-04-16,325.111333211263,322.318335215251,20.9004252115886,59.5729168100399,3.86155878734208,0,0
1979-04-17,326.506210327148,310.913752237956,19.7433359781901,52.1493071393619,2.69889505518284,0,0
1979-04-18,312.307830810547,332.122498830159,20.8791697184245,56.9495313668206,2.24586438497473,0,0
1979-04-19,300.362539291382,359.304168701172,22.7245905558268,56.2171283027289,1.5348866408776,0,0
1979-04-20,266.246541976929,368.647914886475,22.21083984375,68.5202901738847,3.26145957547395,6.21999986469746e-05,0
1979-04-21,119.317916075389,413.361668904622,22.8745844523112,73.5416669888224,3.24416229585006,0.000153600007295609,0
1979-04-22,256.865959708889,367.531251271566,21.3766774495443,73.2407986252932,5.92446831118645,0,0
1979-04-23,217.678333083789,369.173754374186,21.0520835876465,77.306525464288,6.23995552623804,0.000160500001162291,0
1979-04-24,167.854919930299,404.786664326986,22.7300036112468,77.2006505037453,7.20354803348982,0.00941469997866079,0
1979-04-25,219.510161101818,406.467500050863,23.0462598164877,77.9204311597179,6.6473146886886,0.0243796000154689,0
1979-04-26,257.692878246307,387.42541885376,23.2158383687337,76.4437592270184,4.78692036570903,0,0
