time,flow,temp,salt
1980-10-17 00:00:00,    0.000000,    5.256229,    0.000000
1980-10-18 00:00:00,    0.000000,    5.258037,    0.000000
1980-10-19 00:00:00,    0.000000,    5.259764,    0.000000
1980-10-20 00:00:00,    0.000000,    5.261951,    0.000000
1980-10-21 00:00:00,    0.000000,    5.263471,    0.000000
1980-10-22 00:00:00,    0.000000,    5.264530,    0.000000
1980-10-23 00:00:00,    0.000000,    5.265832,    0.000000
1980-10-24 00:00:00,    0.000000,    5.267351,    0.000000
1980-10-25 00:00:00,    0.000000,    5.270309,    0.000000
1980-10-26 00:00:00,    0.000000,    5.274902,    0.000000
1980-10-27 00:00:00,    0.000000,    5.277854,    0.000000
1980-10-28 00:00:00,    0.000000,    5.280525,    0.000000
1980-10-29 00:00:00,    0.000000,    5.282734,    0.000000
1980-10-30 00:00:00,    0.000000,    5.284657,    0.000000
1980-10-31 00:00:00,    0.000000,    5.287249,    0.000000
1980-11-01 00:00:00,    0.000000,    5.289646,    0.000000
1980-11-02 00:00:00,    0.000000,    5.292081,    0.000000
1980-11-03 00:00:00,    0.000000,    5.294980,    0.000000
1980-11-04 00:00:00,    0.000000,    5.297584,    0.000000
1980-11-05 00:00:00,    0.000000,    5.299596,    0.000000
1980-11-06 00:00:00,    0.000000,    5.301894,    0.000000
1980-11-07 00:00:00,    0.000000,    5.303549,    0.000000
1980-11-08 00:00:00,    0.000000,    5.304500,    0.000000
1980-11-09 00:00:00,    0.000000,    5.305436,    0.000000
1980-11-10 00:00:00,    0.000000,    5.306735,    0.000000
1980-11-11 00:00:00,    0.000000,    5.308995,    0.000000
1980-11-12 00:00:00,    0.000000,    5.312597,    0.000000
1980-11-13 00:00:00,    0.000000,    5.316011,    0.000000
1980-11-14 00:00:00,    0.000000,    5.318298,    0.000000
1980-11-15 00:00:00,    0.000000,    5.320312,    0.000000
1980-11-16 00:00:00,    0.000000,    5.321866,    0.000000
1980-11-17 00:00:00,    0.000000,    5.323449,    0.000000
1980-11-18 00:00:00,    0.000000,    5.326394,    0.000000
1980-11-19 00:00:00,    0.000000,    5.329439,    0.000000
1980-11-20 00:00:00,    0.000000,    5.330925,    0.000000
1980-11-21 00:00:00,    0.000000,    5.332155,    0.000000
1980-11-22 00:00:00,    0.000000,    5.333832,    0.000000
1980-11-23 00:00:00,    0.000000,    5.335378,    0.000000
1980-11-24 00:00:00,    0.000000,    5.336910,    0.000000
1980-11-25 00:00:00,    0.000000,    5.338352,    0.000000
1980-11-26 00:00:00,    0.000000,    5.339824,    0.000000
1980-11-27 00:00:00,    0.000000,    5.341599,    0.000000
1980-11-28 00:00:00,    0.000000,    5.343138,    0.000000
1980-11-29 00:00:00,    0.000000,    5.344296,    0.000000
1980-11-30 00:00:00,    0.000000,    5.345315,    0.000000
1980-12-01 00:00:00,    0.000000,    5.346290,    0.000000
1980-12-02 00:00:00,    0.000000,    5.347220,    0.000000
1980-12-03 00:00:00,    0.000000,    5.348321,    0.000000
1980-12-04 00:00:00,    0.000000,    5.349706,    0.000000
1980-12-05 00:00:00,    0.000000,    5.350907,    0.000000
1980-12-06 00:00:00,    0.000000,    5.351980,    0.000000
1980-12-07 00:00:00,    0.000000,    5.353116,    0.000000
1980-12-08 00:00:00,    0.000000,    5.354306,    0.000000
1980-12-09 00:00:00,    0.000000,    5.355355,    0.000000
1980-12-10 00:00:00,    0.000000,    5.356412,    0.000000
1980-12-11 00:00:00,    0.000000,    5.357498,    0.000000
1980-12-12 00:00:00,    0.000000,    5.358531,    0.000000
1980-12-13 00:00:00,    0.000000,    5.359492,    0.000000
1980-12-14 00:00:00,    0.000000,    5.360430,    0.000000
1980-12-15 00:00:00,    0.000000,    5.361380,    0.000000
1980-12-16 00:00:00,    0.000000,    5.362402,    0.000000
1980-12-17 00:00:00,    0.000000,    5.363465,    0.000000
1980-12-18 00:00:00,    0.000000,    5.364390,    0.000000
1980-12-19 00:00:00,    0.000000,    5.365262,    0.000000
1980-12-20 00:00:00,    0.000000,    5.366175,    0.000000
1980-12-21 00:00:00,    0.000000,    5.367300,    0.000000
1980-12-22 00:00:00,    0.000000,    5.368493,    0.000000
1980-12-23 00:00:00,    0.000000,    5.369469,    0.000000
1980-12-24 00:00:00,    0.000000,    5.370358,    0.000000
1980-12-25 00:00:00,    0.000000,    5.371408,    0.000000
1980-12-26 00:00:00,    0.000000,    5.372568,    0.000000
1980-12-27 00:00:00,    0.000000,    5.373734,    0.000000
